"問題は以下の内容に関するものである。
「中国皇帝陛下は、英国臣民がその家族および事業所とともに、広東、廈門、福州、寧波、上海の各市町に、商業を営む目的で、妨害や拘束を受けることなく居住することを許可されることに同意する。また、英国女王陛下は、上記の各市町に駐在する監督官または領事官を任命し、中国当局と当該商人との連絡の媒体とし、今後規定される中国政府の正当な関税およびその他の諸費用が、英国女王陛下の臣民によって正当に支払われることを確認する。｣
南京条約（1839年）
この条約で提示された譲歩は、次の内どれを最も直接的にイギリスに生み出したか?",植民地,勢力圏,保護領,事業,B
"問題は以下の内容に関するものである。
「まず、宇宙の形が球形であることに注目しなければならないが、その理由の一つは、この形が継ぎ目を必要としない完全な全体で、あらゆるものの中で最も完全であるからであり、またその理由の一つは、この形が最も容量が大きく、あらゆるものを収容し保存するのに最も適しているからである。あるいはまた、宇宙の構成要素、すなわち太陽、月、惑星が同じ形をしているからであり、さらには水の雫などの流体が自らを定義しようとする際にそうであるように、あらゆるものがこの形を得ようと努めているからである。そのため、この形が天球に属することを疑う者はいないだろう。…
地球もまた球形であることはそれ故に疑う余地がない。なぜなら、地球はあらゆる側から中央に向けて圧力をかけられているからだ。山の高さや谷の窪みのために、完全な円であるとは捉えられないが、それでも地球の一般的な球状の性質には影響しない。…
地球が球体の形をしていることはすでに示されているため、運動もこの形と一致するかどうか、地球が宇宙の中でどのような位置を占めているかを考えなければならない。… もちろん、大多数の著者は地球が宇宙の中心で静止しているという見方で一致し、その反対を仮定することはありえないし、馬鹿げていると考えている。しかし、この問題を注意深く考えてみれば、この問題はまだ決着がついておらず、決して軽んじられるべきものではないことがわかるだろう。観察される場所の変化はすべて、すなわち、観察される物体か観察者の動き、あるいはその両方の動きによるものである。… 今、天の回転が観察されるのは地球からであり、それは私たちの目に対して生じているものである。したがって、もし地球が動いていないのであれば、地球の外側のすべてのものに、地球上のあらゆるものが動いた場合とは逆方向に向かってこの動きが起こるはずであり、この種のものが毎日の公転である。つまり、これは全宇宙、つまり地球そのものを唯一の例外とする地球の外側のすべてのものに影響を及ぼすように見える。しかし、もしこの動きが天界に特有のものではなく、地球が西から東へと公転していることを認めるべきであったとして、その上で太陽、月、星の見かけ上の昇り降りについて注意深く検討してみれば、これが本当の状況であることが判明するだろう。」
ニコラウス・コペルニクス『天球の回転について』（1543年）
この一節から、コペルニクスはどのような伝統のなかで研究をしていたと言えるか?",アリストテレス的伝統,自然魔術的伝統,懐疑論的伝統,プラトン的／ピタゴラス的伝統,C
"問題は以下の内容に関するものである。
次の手記を読みなさい。
ルイ14世はあらゆる名士がヴェルサイユ宮殿に常にいることを求めただけではなく、地位の劣る者がいなくなってもすぐに気づいた。 接見のときも、寝床にいるときも、食事のときも、ヴェルサイユの庭園（一般廷臣が彼に従うことを許された唯一の場所）にいるときも、彼は右へ左へ目を光らせていた。彼は何ひとつ見逃さなかった。全員を監視していたのだ。普段宮殿に暮らしていた誰かがいなくなることがあれば、彼は理由を強く知りたがった。短時間の訪問のために来ていた者からも満足のいく説明がなされなければならなかった。めったに顔を出さない、あるいは一度も顔を出さない人物は確実に彼の不興を買った。そのような者から好意を求められれば彼は横柄に「その者のことなど知らぬ」と答え、めったに姿を現さない人物に対しては「会ったこともない者だ」と言った。この判断への抗議はあり得なかった。
ルイ14世ほど、好意の与え方によってその価値を高める術を心得ていた人物はいなかった。彼は言葉や微笑み、その一瞥でさえ最大限の効果を引き出した。
ルイ14世はあらゆるものにおいて華麗さ、壮麗さ、豪奢さを好み、宮殿にも同様の美感を求めた。馬車や建物、宴会や招待状に惜しげなくお金を使えば確実に彼の好意を得られたし、もしかするとお褒めの言葉をもらえたかもしれない。この方針の真意は次のことと関係があった。すなわち、高価な習慣を流行とし、一定の地位にある人々にとっては必須とすることで、彼は廷臣たちに収入以上の生活を強いるようになり、次第に生活の糧を彼の恩恵に頼るようになったのだ。
—サン＝シモン公爵『ルイ14世とその宮廷および摂政時代の回顧録』（1750年頃）
ルイ14世は多くの有能な助言者に助けられたが、フランスを再編成し、世界的な大国とすることに貢献した助言者は次のうち誰か?",軍事顧問のジャン・マルティネ,摂政で外交顧問のマザラン枢機卿,大蔵大臣のジャン・バティスト・コルベール,ブルゴーニュ公爵,C
"問題は以下の内容に関するものである。
「イタリア国家はついに私たちの時代に統合され、私たちは皆、その統合を喜んだ。しかし、その統合が少し早すぎず、少し徹底しすぎてはいなかったか、疑うことは許されるだろう。シチリアのような土地の独立の痕跡をすべて消し去り、名前そのものを消し去ってしまうのは、間違いなく統一の行き過ぎである。アイルランドが少なくともその君主の王室のスタイルの一部を形成しているのに対して、シチリアはもはや地理的な表現ですらないと知れば私たちの感情は穏やかではない。ロジャーの島国は、本土の王国の7つの州に沈んでしまったのだ。イタリアの統一がもたらしたもうひとつの結果がある。それは、私たちが欠点なく喜ぶことのできる結果ではあるが、それでもなお、私たちがこれまでずっと扱ってきたヨーロッパの歴史の偉大な局面を最終的に終わらせるものとして、いささか悲しみを伴うものである。イタリア軍が解放されたローマに入城したときほど、過去との絆が完全に断ち切られたことはなかった。ヨーロッパの歴史におけるあらゆる目新しい出来事の中で、最も偉大なものは、ローマが土地境界を認めた支配の中心地となり、要するにイタリアの地方王国の首都となったときであった。「ローマはイタリアの首都である」という原則は、私たちの心を喜ばせるかもしれないが、ローマの普遍的な立場や普遍的な伝統を形式的に一掃する原則であった…。
しかし、イタリア王国はローマの付属物ではない。ローマは王国の首都である。国全体はその一部よりも大きい。ローマは、自らの自由意志によって、またイタリアの自由意志によって、イタリアよりも小さくなった。イタリア王国の自発的な首長となることで、強引な力によってフランス領の首都となったときには捨て去らなかった帝国の伝統をローマは正式に捨て去ったのである。
エドワード・A・フリーマン、イギリスの歴史学者および政治家、『The Chief Periods of European History』（1885年）
著者によれば、イタリアの歴史と伝統とのつながりが最も「完全に切れた」のはいつか?",シチリアが独立王国でなくなったとき,イタリア人がローマを解放したたき,ローマがフランス領の首都となったとき,フランス軍が普仏戦争に参戦するためにローマを放棄したとき,D
"問題は以下の内容に関するものである。
これまで存在した社会の歴史はすべて、階級闘争の歴史である。…封建社会の廃墟から生まれた現代のブルジョア社会は、階級対立をなくしたわけではない。新しい階級、新しい抑圧条件、古い闘争の代わりに新しい闘争形態を確立したにすぎない。しかし、ブルジョアジーの時代であるわれわれの時代には、次のようなはっきりとした特徴がある。階級対立の単純化である。社会全体が、ますます二つの大きな敵対陣営に、つまり、直接対決する二つの大きな階級に分裂している。すなわち、ブルジョアジーとプロレタリアートである。
カール・マルクスとフリードリヒ・エンゲルス『共産党宣言』（1848年）
『共産党宣言』は、近代ヨーロッパ思想のどの様式の影響の一例として理解できるか?",オックスフォード運動,唯物論と経済決定論,ヘーゲルの観念論,スコットランド啓蒙主義の合理主義,B
"問題は以下の内容に関するものである。
次の手記を読みなさい。
ルイ14世はあらゆる名士がヴェルサイユ宮殿に常にいることを求めただけではなく、地位の劣る者がいなくなってもすぐに気づいた。 接見のときも、寝床にいるときも、食事のときも、ヴェルサイユの庭園（一般廷臣が彼に従うことを許された唯一の場所）にいるときでも、彼は右へ左へ目を光らせていた。彼は何ひとつ見逃さなかった。全員を監視していたのだ。普段宮殿に暮らしていた誰かがいなくなることがあれば、彼は理由を強く知りたがった。短時間の訪問のために来ていた者からも満足のいく説明がなされなければならなかった。めったに顔を出さない、あるいは一度も顔を出さない人物は確実に彼の不興を買った。そのような者から好意を求められれば彼は横柄に「その者のことなど知らぬ」と答え、めったに姿を現さない人物に対しては「会ったこともない者だ」と言った。この判断への抗議はあり得なかった。
ルイ14世ほど、好意の与え方によってその価値を高める術を心得ていた人物はいなかった。彼は言葉や微笑み、その一瞥でさえ最大限の効果を引き出した。
ルイ14世はあらゆるものにおいて華麗さ、壮麗さ、豪奢さを好み、宮殿にも同様の美感を求めた。馬車や建物、宴会や招待状に惜しげなくお金を使えば確実に彼の好意を得られたし、もしかするとお褒めの言葉をもらえたかもしれない。この方針の真意は次のことと関係があった。すなわち、高価な習慣を流行とし、一定の地位にある人々にとっては必須とすることで、彼は廷臣たちに収入以上の生活を強いるようになり、次第に生活の糧を彼の恩恵に頼るようになったのだ。
—サン＝シモン公爵『ルイ14世とその宮廷および摂政時代の回顧録』（1750年頃）
ルイ14世の統治における最大の弱点と悔やまれる点はどれか?",貴族を支配していたため、仲間や味方がいなかった。,儀式や体裁を気にするあまり、国をうまく統治できなかった。,王国の運営をアンタンダンと呼ばれるプロの官僚に任せた。,治世の2/3を戦争に明け暮れ、他の大国を敵に回した。,D
"問題は以下の内容に関するものである。
「ドイツ帝国政府およびソビエト社会主義共和国連邦政府は、ドイツとソビエト社会主義共和国との間の平和の根拠を強化することを希望し、1926年4月にドイツとソビエト社会主義共和国との間で締結された中立協定の基本規定に基づいて、以下の協定に達した。
第一条 両締約国は、個人として又は他の国と共同して、いかなる暴力行為、侵略的行為及び互いに対するいかなる攻撃も行わない義務を負う。
第二条 締約国の一方が第三国による交戦的行為の対象となった場合には、他方の締約国は、 いかなる方法によっても、この第三国を支持してはならない。
第三条 両締約国の政府は、今後、相互の共通の利益に影響を及ぼす問題に関する情報を交換するための協議の目的で、相互に継続的に連絡を保持するものとする。
第四条 締約国は、相互に紛争又は対立が生じた場合には、相手国に直接又は間接に対抗するいかなる国のグループにも参加してはならない。
第五条 締約国間に何らかの問題をめぐって紛争又は対立が生じた場合には、両締約国は、専ら友好的な意見交換を通じて、又は必要な場合には仲裁委員会の設置を通じて、これらの紛争又は対立を解決する。」
モロトフ＝リッベントロップ協定（1939年）
本文で述べられている協定と最も類似しているのは次のうちどれか?",三国同盟（1907年）,サイクス・ピコ協定（1916年）,ラテラノ条約（1929年）,ミュンヘン協定（1938年）,A
"問題は以下の内容に関するものである。
次の詩を読んで問題に答えなさい。
白人の責務を担え—
汝が育てた最良の者たちを送り出せ—
息子たちを追い出すのだ
捕虜の必要を満たすために
付きっ切りで世話をするのだ
大騒ぎする民衆と蛮族のために—
お前たちの新しく捕らえられた不機嫌な民衆
半分悪魔で半分子供の
…
白人の責務を担え—
平和のための野蛮な戦争—
飢饉の口を満たし
病気を退かせ
そして、目標の達成が目前に迫ったとき
他者の求めのために…
怠惰と邪悪な愚行に注意せよ
希望のすべてが無に帰すことのないように
ラドヤード・キップリング『白人の責務』（1899年）
この詩に基づくと、イギリスの帝国的使命に対するキップリングの考えはどのように要約されるか?",困難だが必要な仕事,権力の冷酷な行使,栄光と宗教的責任,目的のない絶望的な仕事,A
"問題は以下の内容に関するものである。
「ヨーロッパには共産主義の亡霊が取り憑いている。この亡霊を追い払うためにヨーロッパの全権力が神聖同盟に加わった。教皇と皇帝、メッテルニヒとギゾー、フランスの急進派とドイツの秘密警察である。
この事実から2つのことがわかる。
I. 共産主義は、すでにすべてのヨーロッパの権力者たちによって、それ自体が権力であると認められている。
II. 共産主義者は、全世界を前にして、自分たちの見解、自分たちの目的、自分たちの性向を公然と発表し、共産主義の亡霊というこのおとぎ話に、党そのもののマニフェストで応えるべき時が来ている。」
カール・マルクス、フリードリヒ・エンゲルス『共産党宣言』（1848）
1917年までに、このパンフレットの中で、ロシアで実現したのはどの考え方か?",外国の同盟を巻き込むことの回避,プロレタリアートによるブルジョワの暴力的な転覆,強力なロシア議会の樹立,公立学校におけるすべての児童に対する無償教育の採用,B
"問題は以下の内容に関するものである。
これまで存在した社会の歴史はすべて、階級闘争の歴史である。…封建社会の廃墟から生まれた現代のブルジョア社会は、階級対立をなくしたわけではない。新しい階級、新しい抑圧条件、古い闘争の代わりに新しい闘争形態を確立したにすぎない。しかし、ブルジョアジーの時代であるわれわれの時代には、次のようなはっきりとした特徴がある。階級対立の単純化である。社会全体が、ますます二つの大きな敵対陣営に、つまり、直接対決する二つの大きな階級に分裂している。すなわち、ブルジョアジーとプロレタリアートである。
カール・マルクスとフリードリヒ・エンゲルス『共産党宣言』（1848年）
マルクスとエンゲルスの歴史観の信奉者は、ブルジョアジー階級とプロレタリアート階級の全面戦争がどのようなものと主張するだろうか?",哲学を学ぶことによって回避できる破壊的な発展,進歩を促進するために奨励されるべき可能性,根本的な経済変動の必然的な結果,歴史は繰り返すという一例,C
"問題は以下の内容に関するものである。
以下の資料を読みなさい。
資料1
もし機械の使用によって、我々が輸入し、他国から供給され、どこでも同等の条件で調達できる品目である綿の生産が、このような驚くべき成功を収めたのであれば、自国の島の産物であり、あらゆる国で需要があり、人類のほとんど普遍的な衣料品である羊毛の生産を最大限に発展させることによって、より大きな利点が合理的に期待できるのではないだろうか。
羊毛の生産において、混紡機、精紡機、フライシャトルは、手作業の労働力をほぼ3分の1に減少させ、そのそれぞれが最初に導入されたとき、労働者に警鐘を鳴らした。にもかかわらず、そのそれぞれは賃金の上昇、取引の増加に貢献したため、もしその使用を阻もうとすれば、事業に従事する人は間違いなくそれらを守ろうと必死になるだろう。
—リーズの布商人による声明（1791年）
資料2
集まれ、名高き農夫の男たちよ、
茶色のうまいエールを飲むのが大好きな者たちよ、
傲慢な暴君をみな打ち倒すのだ、
斧、矛、銃で！
ああ、農夫の男たちは私のために、
勇猛な男たちは私のために、
苛烈な一撃で、
剪毛機を打ち砕いた者たちよ、
農夫の男たちは私のために！
構うものか、特殊部隊はまだ前進する、
兵士たちは夜ごと私たちを囲んで跳ね回る
農夫の男たちはまだ踊りをリードしている、
斧、矛、銃で！
ああ、農夫の男たちよ、私のために、
勇猛な男たちよ、私のために、
苛烈な一撃で
剪毛機のフレームを打ち砕いた者たちよ、
農夫の男たちよ、私のために！
—ラッダイト運動の唄『The Cropper's Song』（1812年頃）
資料2に見られるような不満に対する1850年以前の政府の反応として、最も適切なものはどれか?",1850年以前、政府は工業化の問題にほとんど対処しなかった。,改革運動により、労働時間や労働者の年齢・性別に関する規制が設けられた。,イギリスで水道と下水道の導入が始まった。,政府は国民医療制度を創設した。,B
"問題は以下の内容に関するものである。
人間がなぜあらゆる生き物の中で最も幸運であり、その結果あらゆる賞賛に値するのか、ようやく理解できたような気がする。…他のすべての生き物の性質は限られている。…想像してみてほしい！神の寛大さを！人間の幸福を！人間には、何であろうとその人のあり方を選ぶことが許されている！
ピコ・デラ・ミランドラ『Oration on the Dignity of Man』（1486）
この一節から、人類は特別であるとピコが信じていたと推測できる理由は何か?",人間には魂があるから,人間は自分が死ぬことを知っているから,人間が天国に行くことは可能であるから,人間の潜在能力は無限であるから,D
"問題は以下の内容に関するものである。
「スコラ学者であったアリストテレスがプラトンに取って代わられたのは、ビザンティンの学問との接触によって早まった。東方教会と西方教会を名目上統一したフェラーラ＝フィレンツェ公会議（1438年）ではすでに、ビザンティン側がアリストテレスに対するプラトンの優位性を主張する論争が行われていた。コジモとロレンツォ・デ・メディチはともにプラトンに傾倒し、コジモがプラトン・アカデミーを創設し、ロレンツォが引き継ぎ、プラトンの研究に専念した。…しかし、当時の人文学者は古代の知識を習得するのに忙しいあまりに、価値のあるものは何も生み出せなかった。」
バートランド・ラッセル（イギリスの哲学者）『西洋哲学史』（1946年）
バートランド・ラッセルが述べた文化的拡散は、どのテキストの構成に最も直接的に影響を与えたか?",『人間の尊厳についての演説』,『デカメロン』,『キリスト教兵士必携』,『ユートピア』,A
"問題は以下の内容に関するものである。
「1839年5月10日、バッキンガム宮殿。
女王は、ここ最近の4日間でどれだけ多くのことをしなければならなかったかを考慮すると、もし火曜日にグロスター・ハウスでのパーティ、水曜日に古楽のコンサート、木曜日にノーサンバーランド・ハウスでの舞踏会に出かけるとしたら、本当に疲れてしてしまうのではないかと恐れている、とケンブリッジ公爵に手紙を書いても問題はないかメルボルン卿に尋ねるのを忘れていた。水曜日に古楽のコンサートに行き、月曜日にはここで自分のコンサートを開くとしたら、4晩の疲労となり、女王は本当に疲れ果ててしまうだろう。
しかし、メルボルン卿が、エンシェント・コンサートには英国人歌手しか出演しないのだから、女王は行くべきだとお考えなら、1幕だけ出演することは可能である。ただし、気の重くなる時間であるため、できれば参加したくないと女王は思っている…。
トーリーとの交渉はほとんどまとまり、メルボルン卿も来訪しているので、女王はメルボルン卿が日曜日に彼女と食事をすることに反対しないことを望んでいる。」
『ヴィクトリア女王書簡、第1巻（全3巻中）1837-1843年： 女王陛下書簡選集1837-1861年』 
ヴィクトリア女王の長い夜の接待は、19世紀のイギリス君主制の性質について何を示唆しているか?",真の政治権力は別のところにあったこと,女王は舞踏会やコンサートに出席することを非常に好んでいたこと,重要な政治的進歩は社交行事に出席することによってのみもたらされたこと,19世紀のイギリスの経済的成功によって、上流階級の余暇時間が増えたこと,A
"問題は以下の内容に関するものである。
「ドイツ帝国政府およびソビエト社会主義共和国連邦政府は、ドイツとソビエト社会主義共和国との間の平和の根拠を強化することを希望し、1926年4月にドイツとソビエト社会主義共和国との間で締結された中立協定の基本規定に基づいて、以下の協定に達した。
第一条 両締約国は、個人として又は他の国と共同して、いかなる暴力行為、侵略的行為及び互いに対するいかなる攻撃も行わない義務を負う。
第二条 締約国の一方が第三国による交戦的行為の対象となった場合には、他方の締約国は、 いかなる方法によっても、この第三国を支持してはならない。
第三条 両締約国の政府は、今後、相互の共通の利益に影響を及ぼす問題に関する情報を交換するための協議の目的で、相互に継続的に連絡を保持するものとする。
第四条 締約国は、相互に紛争又は対立が生じた場合には、相手国に直接又は間接に対抗するいかなる国のグループにも参加してはならない。
第五条 締約国間に何らかの問題をめぐって紛争又は対立が生じた場合には、両締約国は、専ら友好的な意見交換を通じて、又は必要な場合には仲裁委員会の設置を通じて、これらの紛争又は対立を解決する。」
モロトフ＝リッベントロップ協定（1939年）
この文章からドイツとソ連についてどのようなことが推測されるか?",少なくとも1926年以来、ある程度の不可侵協定を結んでいた,1926年に最初の和平協定を結んだ,1926年以来、厳密には戦争状態にあった,1926年に失効した前身となる和平協定を結んでいた,A
"問題は以下の内容に関するものである。
アディソン法は、戦後労働者階級の願望が速やかに満たされなければ、イギリスはロシアと同様の革命を経験するかもしれないという見方のもとに考案された。1920年までに、その恐怖は後退し始め、アディソンの政策は過度なものとみなされるようになった。新たな態度の直接的な犠牲となったのは、1920年9月に仮計画が承認された、区のキングフィールド・ストリート計画だった。評議会が驚いたことに、政府の住宅委員会は「評議会の現在の公約と現時点で利用可能な資金を考慮して」この計画を延期し、1921年5月に政府は住宅計画の大幅な縮小を発表し、住宅目標を半減させた。
—イギリスの歴史家ハーマイオニー・ホブハウスによる著作『Public Housing in Poplar: The Inter-war Years』（1994年）からの抜粋
第一次世界大戦後に広まった以下の態度のうち、上の文章から明らかになるものはどれか?",女性の参政権を増やすべきであること,社会の民主化,幻滅とシニシズムの増大,世界的な勢力としての共産主義の台頭,C
"問題は以下の内容に関するものである。
次の引用を読みなさい。
私は直ちに、金星と水星が太陽の周りをさまようように、木星の周りをさまよう3つの星が天空に存在することを疑いなく結論付け、その後の同様の機会における観測によってそれは極めて明白となった。そして、そのような星は3つだけでなく、4つの星が木星の周りを公転している。観測された変化についてはより正確に後でここに記すことにしよう。また、私は望遠鏡を使ってそれらの間の距離を測定した。…
これらの観測は、最近私が初めて発見した4つのメディチ家の星に関するものであり、このデータからそれらの周期を数値的に再構築することはまだできないが、少なくとも注目に値するいくつかの事実を証拠として提出することは正当である。とりわけ、木星に同じ間隔で追従することもあれば先行することもあり、木星の東か西の非常に限られた距離内に留まり、木星の逆行運動と直行運動の両方に一定の方法で同行していることから、木星を中心とする自転を完了すると同時に、宇宙の中心を中心とする12年の周期をすべて共に果たしていることを疑う人はいない。
—ガリレオ・ガリレイ（1610年）
当時の知識人の思想について、この文章で最もよく示されているのはどれか?",より優れた科学的道具を生み出し、それが17世紀のヨーロッパ全体の生活水準の向上につながった。,古代ギリシャ人の思想が、彼らのすべての考えを導いた。,宇宙を概念化するために、実験によって得られた情報を利用した。,宇宙の仕組みについて、アリストテレスなどの古代の思想家の理論を実験的に証明した。,C
"問題は以下の内容に関するものである。
軍隊の司令官や事業のリーダーと同じように、家庭の女主人も同じである。彼女の精神は施設全体を通して見られるものであり、彼女が自分の職務を知的かつ徹底的に遂行するのに比例して、家政婦たちも彼女の後を追うようになる。特に女性的な性格に属する教養の中で、私たちの評価において、家事に関する知識を身に着けることほど高い地位を占めるものはない。
イザベラ・ビートン『ビートン夫人の家政読本』（1861年）
この一節から、ビートンはどのような考えを持っていたと推測されるか?",女性は社会生活の公的領域でかなりの権力と責任を担っている,女性は社会生活の公的領域で権力と責任を否定されている,女性は社会生活の家庭的領域でかなりの権力と責任を担っている,女性は社会生活の家庭的領域で権力と責任を否定されている,C
"問題は以下の内容に関するものである。
以下の引用文を読んで問題に答えなさい。
寛容とは何か?…私たちは弱さと過ちに満ちている。互いに愚かさを許し合おう。これは自然の最後の法則である。…今までのところキリスト教徒はあらゆる人間の中で最も不寛容であったが、あらゆる宗教の中でキリスト教が最も寛容であるべきなのは間違いない。
ヴォルテール『イギリス書簡』（1733年）
この引用から推測できるのは次のうちどれか?",ヴォルテールは無神論者であった,寛容は啓蒙主義の価値観であった,ヴォルテールは寛容は自然の法則に反すると考えていた,ヴォルテールは寛容はイギリス独自のものであると考えていた,B
"問題は以下の内容に関するものである。
以下はウラジーミル・I・レーニンの演説からの抜粋である。
防衛のための十分な産業基盤がなければ、わが国の独立を維持することはできない。そして、わが国の産業が技術的にもっと高度に発展しなければ、そのような産業基盤を作ることはできない。だからこそ、わが国の産業を急速に発展させることが必要であり、不可欠なのである。われわれは、最も大規模で統一された社会主義産業基盤と、最も散在した後進的な農民による小規模商品経済基盤という2つの異なる基盤の上に、ソビエト体制と社会主義構造を、無期限に、すなわち、あまりにも長い期間、保ち続けることはできない。われわれは、徐々に、しかし系統的に、粘り強く、わが国の農業を新たな技術的基礎、大規模生産の基礎の上に置き、社会主義産業の水準にまで引き上げなければならない。われわれがこの任務を達成するか—その場合、わが国における社会主義の最終的勝利は確実となるが、あるいは、われわれがこの任務から背を向けて達成しないか—その場合、資本主義への回帰は避けられなくなるかもしれないが、そのどちらかなのである。
—ウラジーミル・I・レーニン、国の工業化とソビエト連邦共産党における正しい逸脱、1928年11月19日
レーニンが上記で挙げた問題を修正するために使われなかったヨシフ・スターリンの政策はどれか?",集団主義化,より裕福な農民の迫害,ベルリン封鎖,5カ年計画,C
"問題は以下の内容に関するものである。
次の請願書を読んで問題に答えなさい。
混毛機は、貴殿の請願者数千人を失業に追いやり、その結果、彼らは大きな苦境に立たされ、家族の生計を立てることができず、子どもたちが働けるよう育てる機会を奪われている。…リーズの南西約17マイルに広がる混毛機の数は、想像をはるかに超え、170台を下らない！そして、1台の機械が12時間で10人が手作業でできるのと同じだけの仕事をし、…（そして、機械が）1日で20人を雇うのと同じだけの仕事をするのだから、…実に4,000人もの人々が、どのようにして生計を立てるかを変えるために去ることになり、当然ながら、適時に救済されなければ、教区の世話にならなければならない。…こうして雇い止めになった者たちは、どうやって家族を養えばいいのだろうか。また、自分たちの子どもたちに何の技術を学ばせればいいのだろうか。次の世代が浮浪者のようになってあてもなく彷徨うことのないように、仕事を維持できるような。…他にも多くの弊害を列挙することはできるが、利権に偏らない良識ある人々には、このような状況が続くことの恐ろしい傾向がわかるはずである。人口減少が結果として起こり、次に交易が途絶え、地主階級は何も得られず最終的に壊滅させられることになるだけだろう。
『リーズの羊毛産業従事者による請願書』（1786年）
リーズの羊毛産業従事者が表明した感情は、次の歴史的傾向のどれを示しているか?",工業化の社会的影響,ナショナリズムの台頭,帝国の拡大,物質の時代における文化の変化,A
"問題は以下の内容に関するものである。
フィレンツェはあなたのヴェネツィアよりも美しく、540年も古い。…私たちの周りには、貴族や商人、市民、職人が所有する3万の土地があり、毎年、パンや肉類、ぶどう酒や油、野菜やチーズ、干し草や木材を産出し、その価値は現金で9千ドゥカートに及ぶ。…私たちには、ヴェネツィアにある4つの市場を合わせたよりも大きな2つの市場、羊毛と絹の市場がある。…私たちの美しいフィレンツェには、市内に…毛織物商のギルドに属する270の店があり、そこからそのローマ、マルケーズ、ナポリ、シチリア、コンスタンチノープル…そしてトルコ全域に商品が送られている。また、絹織物商のギルドの83の豊かで素晴らしい倉庫もある。
ベネデット・デイ『 ヴェネツィア人への手紙』（1472年）
この一節から、ルネサンス期のフィレンツェの経済は主に何を基盤にしていたと考えられるか?",銀行業,農産物の輸出,戦争と征服,羊毛と絹製品の製造と輸出,D
"問題は以下の内容に関するものである。
ペレストロイカ（再構築）は、社会主義社会の深遠な発展過程から生じた緊急の必要性によるものである。この社会の変革の機は熟している。社会は長い間、変化を切望してきた。ペレストロイカの開始が遅れれば、近い将来、内情が悪化し、大げさに言えば、深刻な社会的、経済的、政治的危機に見舞われることになりかねなかった。
ミハイル・ゴルバチョフ『Perestroika：New Thinking for Our Country and the World』（1987年）
この一節から推測されるゴルバチョフの考えはどれか?",ペレストロイカを必要とする問題は、社会主義の敵である資本主義者のせい,ペレストロイカを必要とする問題は、社会主義社会の発展に内在するもの,社会主義社会は機能しない,社会主義社会は資本主義と共存できない,B
"問題は以下の内容に関するものである。
以下の文章は政府の布告である。
上記の新しい取り決めに基づき、農奴はやがて自由な農村住民としての完全な権利を得る。
貴族は、自分たちに属するすべての土地に対する所有権を保持する一方で、農奴に、特定の義務を負う見返りとして、彼らの家屋の区画の永続的な使用を認め、（…貴族は）彼らに、上記の取り決めによって定められた耕地の一部とその他の財産を与える。…これらの土地の割り当てを享受する一方で、農民は、同じ取り決めによって定められた貴族に対する義務を履行する見返りの義務を負う。一時的なこの地位において、農民は一時的に拘束される。…
（農民は）世帯区画を購入する権利を与えられ、貴族の同意を得て、永続的に使用するために割り当てられた耕地およびその他の財産を完全に所有することができる。このような土地の完全な所有権の取得後、農民は、こうして購入した土地に対する貴族に対する義務から解放され、自由な農地所有者となる。
我々は、以下が望ましいと判断した。
3. 農村共同体はそのままにして、貴族の領地に平和事務所を組織し、大きな村には郷事務所を開設し、小さな村の共同体を統合する。
4. 各村のコミューンまたは領地において、地域の条件に基づいて、農民が永続的に使用するために割り当てられる土地の量と、土地に対する貴族に対する義務の範囲を規定する憲章を制定し、検証し、確認する。
6. その時まで、農民と家隷は貴族に対して従順でなければならず、かつての義務を注意深く果たさなければならない。
7. 貴族は、郷と郷裁判所が設立されるまで、裁判権と警察権を持ち、領地の秩序を維持し続ける。
—アレクサンドル2世『ロシアの農奴解放令』1861年2月19日の宣言
次のうち、皇帝アレクサンドル2世の奴隷解放の長期的な効果を最もよく表しているものはどれか?",食料生産が急増し、ロシア人は工業部門に利益を投資しながら農産物を輸出できるようになった。,ピョートル・ストーリピンの改革によって民営化されたロシアの農業が利益を生むようになるまで、農業生産高は激減したため、この計画は完全な大失敗となった。,農奴解放の条件によって、かつての農奴は共同農業に追いやられ、永久に貧困が続き、裕福な保守派は神経質になった。,土地に縛られなくなった元農奴は都市に移り住み、ロシアの産業革命の開始を妨げた。,C
"問題は以下の内容に関するものである。
次の政令を読みなさい。
出版法
この政令が有効である限り、日刊の形で、または20枚を超えない印刷物として連載される出版物は、州当局の事前の知識と承認がなければ、連邦のどの州でも出版してはならない。上記の分類のいずれにも属さない著作物は、連邦の各州において現在施行されている、または制定される可能性のある法律に従って取り扱われるものとする。…連邦の各州は、他州の名誉もしくは安全が侵害され、または他州の憲法もしくは行政が攻撃されるような、その監督下にあるすべての出版物について、その犯罪が直接行われた州に対してだけでなく、連邦全体に対して責任を負う。…
—ドイツ連邦が採択したカールスバート決議（1819年）
上記の法令によると、ドイツ連邦諸国が最も恐れていたのは次のうちどれか?",自由主義的な若い学生たちが、彼らが間違いなく自らのメッセージを広めるであろう、敏感な教授陣や周囲の地域社会に影響を与えること。,メディアによる自由主義的な思想の流布と、ナショナリストや自由主義的な思想を大学の教室において、または秘密裏に共有すること。,彼らが創設したばかりのドイツ連邦の解消。,カールスバート決議が可決され、ナポレオンの侵攻が始まる前に勢力を拡大していたボナパルティズムの支持。,B
